id	GeneSymbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	EnsemblGene	EnsemblTranscript	EntrezID
ENSG00000138166.5	DUSP5	145.4941488	2.601876242	0.468688928	5.551392586	2.83E-08	1.04E-06	ENSG00000138166	ENST00000369583;ENST00000468749	1847
ENSG00000117226.10	GBP3	1679.028911	2.603004559	0.277831058	9.369019351	7.32E-21	1.28E-18	ENSG00000117226	ENST00000235878;ENST00000370481;ENST00000370482;ENST00000445969;ENST00000461384;ENST00000475853;ENST00000489444;ENST00000493594;ENST00000564037;ENST00000564665;ENST00000568006	2635
ENSG00000229091.2	HSPA8P8	8.844690706	2.603940284	0.697008866	3.735878278	0.000187061	0.00210873	ENSG00000229091	ENST00000419827	---
ENSG00000165704.13	HPRT1	97.25134356	2.606853866	0.441429956	5.905475666	3.52E-09	1.60E-07	ENSG00000165704	ENST00000298556;ENST00000462974;ENST00000475720	3251
ENSG00000269720.1	CCDC194	12.74019411	2.612783359	0.613847693	4.256403324	2.08E-05	0.000336633	ENSG00000269720	ENST00000597169;ENST00000636079	105372343
ENSG00000233286.1	MTND3P10	8.009060503	2.622911518	1.124598767	2.332308726	0.019684456	0.078654878	ENSG00000233286	ENST00000450967	---
ENSG00000257576.1	HSPD1P4	5.071585386	2.629143152	1.151114047	2.283998844	0.022371599	0.08639249	ENSG00000257576	ENST00000547203	---
ENSG00000173369.14	C1QB	48.003585	2.633234181	0.569252106	4.625778549	3.73E-06	7.67E-05	ENSG00000173369	ENST00000314933;ENST00000432749;ENST00000509305;ENST00000510260	713
ENSG00000225964.4	NRIR	100.9703997	2.633611875	0.294888952	8.93085976	4.23E-19	6.07E-17	ENSG00000225964	ENST00000366140;ENST00000414795	---
ENSG00000143333.6	RGS16	13.28047833	2.634755736	0.613153207	4.297059374	1.73E-05	0.000288753	ENSG00000143333	ENST00000367558	6004
ENSG00000259042.2	NA	37.17674448	2.640499088	0.439165984	6.012530988	1.83E-09	8.84E-08	ENSG00000259042	ENST00000555460	---
ENSG00000233235.1	NA	14.15218443	2.643878191	0.593429385	4.455253242	8.38E-06	0.000153044	ENSG00000233235	ENST00000428912	---
ENSG00000235172.6	LINC01366	4.05968456	2.643935236	1.190309532	2.221216553	0.026336298	0.097206073	ENSG00000235172	ENST00000436248;ENST00000518357;ENST00000521471	---
ENSG00000107201.8	DDX58	7872.323543	2.64926411	0.231958546	11.4212826	3.27E-30	1.05E-27	ENSG00000107201	ENST00000379868;ENST00000379883	23586
ENSG00000260714.1	NA	6.297122269	2.670228316	0.943625217	2.82975515	0.004658364	0.026707578	ENSG00000260714	ENST00000569988	---
ENSG00000254449.1	NA	14.76944048	2.673569023	0.690772984	3.870401832	0.000108656	0.001332597	ENSG00000254449	ENST00000528675	---
ENSG00000279560.1	NA	5.149447814	2.680912803	0.904458512	2.964108102	0.003035616	0.019340327	---	---	---
ENSG00000137628.15	DDX60	3277.296881	2.690156361	0.215280143	12.49607292	7.84E-36	3.58E-33	ENSG00000137628	ENST00000393743;ENST00000505393;ENST00000507815;ENST00000511317;ENST00000513997;ENST00000514995	55601
ENSG00000258581.2	NA	37.53485411	2.698258935	1.073085557	2.514486304	0.011920593	0.054305036	ENSG00000258581	ENST00000557231	---
ENSG00000135114.11	OASL	2065.660896	2.700927869	0.345291764	7.822161288	5.19E-15	5.09E-13	ENSG00000135114	ENST00000257570;ENST00000339275;ENST00000543677;ENST00000620239	8638
ENSG00000224672.4	RPL17P10	3.28672935	2.718465458	1.091717078	2.490082378	0.012771349	0.057094167	ENSG00000224672	ENST00000416091	---
ENSG00000135378.3	PRRG4	1855.973276	2.723233504	0.246453636	11.04967873	2.20E-28	6.36E-26	ENSG00000135378	ENST00000257836	79056
ENSG00000255414.1	NA	17.58932082	2.725864318	0.91565973	2.976940264	0.002911407	0.018728055	---	---	---
ENSG00000115415.17	STAT1	15708.54026	2.733994914	0.175267091	15.59902034	7.39E-55	1.03E-51	ENSG00000115415	ENST00000361099;ENST00000392322;ENST00000392323;ENST00000409465;ENST00000415035;ENST00000423282;ENST00000424722;ENST00000432058;ENST00000452281;ENST00000454414;ENST00000464072;ENST00000540176	6772
ENSG00000088827.11	SIGLEC1	186.1852526	2.740737215	0.423337636	6.47411659	9.54E-11	5.61E-09	ENSG00000088827	ENST00000344754;ENST00000419548	6614
ENSG00000107566.12	ERLIN1	1069.139297	2.757747123	0.298133433	9.250043175	2.24E-20	3.59E-18	ENSG00000107566	ENST00000370408;ENST00000407654;ENST00000421367	10613
ENSG00000128203.6	ASPHD2	133.7900803	2.766991037	0.371867535	7.440797529	1.00E-13	8.44E-12	ENSG00000128203	ENST00000215906	57168
ENSG00000264399.1	MIR4736	4.764278457	2.772571413	0.917516478	3.021821928	0.002512583	0.016694453	ENSG00000264399	ENST00000581591	100616220
ENSG00000164045.10	CDC25A	8.770530272	2.780052404	0.831885809	3.341867807	0.000832167	0.006944097	ENSG00000164045	ENST00000302506;ENST00000351231;ENST00000437972;ENST00000443342;ENST00000459900	993
ENSG00000223353.2	NA	15.99483632	2.784722395	0.955907661	2.913170914	0.003577787	0.021879545	ENSG00000223353	ENST00000412257	---
ENSG00000132274.14	TRIM22	13092.30779	2.784846101	0.247350477	11.25870518	2.10E-29	6.30E-27	ENSG00000132274	ENST00000379965;ENST00000414641;ENST00000414897;ENST00000425490;ENST00000429063;ENST00000444844;ENST00000450670;ENST00000454828;ENST00000460454;ENST00000480395;ENST00000493494	10346
ENSG00000104312.7	RIPK2	1192.803181	2.789392089	0.289117742	9.647945057	5.02E-22	9.67E-20	ENSG00000104312	ENST00000220751;ENST00000517696;ENST00000518673;ENST00000522965	8767
ENSG00000185507.18	IRF7	997.235641	2.792136729	0.329422529	8.47585238	2.33E-17	2.93E-15	ENSG00000185507	ENST00000330243;ENST00000348655;ENST00000397566;ENST00000397570;ENST00000397574;ENST00000469048;ENST00000525445;ENST00000525750;ENST00000527160;ENST00000528413;ENST00000531912;ENST00000532096;ENST00000532326;ENST00000532788;ENST00000533182;ENST00000533190	3665
ENSG00000182333.13	LIPF	15.61979796	2.797537824	0.992775592	2.81789545	0.004833955	0.027442185	ENSG00000182333	ENST00000238983;ENST00000355843;ENST00000394375;ENST00000496797;ENST00000608620;ENST00000609378	8513
ENSG00000271947.1	NA	60.84744622	2.808401947	0.498957586	5.628538427	1.82E-08	6.94E-07	ENSG00000271947	ENST00000607613	---
ENSG00000255398.2	HCAR3	2081.078688	2.808789729	0.332757326	8.440955341	3.15E-17	3.91E-15	ENSG00000255398	ENST00000528880	8843
ENSG00000249502.1	NA	86.39679607	2.814031697	0.446233507	6.306186451	2.86E-10	1.54E-08	ENSG00000249502	ENST00000511010	---
ENSG00000023171.13	GRAMD1B	1195.682939	2.816745832	0.430517893	6.542691664	6.04E-11	3.63E-09	ENSG00000023171	ENST00000322282;ENST00000450171;ENST00000456860;ENST00000525757;ENST00000525945;ENST00000529432;ENST00000529750;ENST00000532581;ENST00000533341;ENST00000534764;ENST00000632815;ENST00000633087;ENST00000633646;ENST00000635736;ENST00000638086;ENST00000638157;ENST00000640939	57476
ENSG00000111181.11	SLC6A12	149.8655033	2.817789762	0.352838552	7.986059755	1.39E-15	1.47E-13	ENSG00000111181	ENST00000359674;ENST00000397296;ENST00000424061;ENST00000535347;ENST00000535498;ENST00000536116;ENST00000536824;ENST00000537793;ENST00000537826;ENST00000538272;ENST00000538424;ENST00000538580;ENST00000540094;ENST00000542825;ENST00000544782;ENST00000545058	6539
ENSG00000043591.5	ADRB1	4.873611271	2.81794651	1.235737694	2.280375943	0.022585401	0.086991406	ENSG00000043591	ENST00000369295	153
ENSG00000175800.5	OR52B3P	3.606057782	2.825023413	1.158578019	2.438354057	0.014754315	0.063619598	ENSG00000175800	ENST00000314715	---
ENSG00000258872.2	FDPSP3	2.86378726	2.836176348	1.367633014	2.073784648	0.038099316	0.125969815	ENSG00000258872	ENST00000556903	---
ENSG00000079102.15	RUNX1T1	5.372477168	2.839959974	1.128743123	2.516037454	0.011868257	0.054159917	ENSG00000079102	ENST00000265814;ENST00000360348;ENST00000396218;ENST00000422361;ENST00000436581;ENST00000517493;ENST00000517792;ENST00000517919;ENST00000518256;ENST00000518317;ENST00000518361;ENST00000518449;ENST00000518823;ENST00000518832;ENST00000518844;ENST00000518954;ENST00000518992;ENST00000519061;ENST00000519422;ENST00000519577;ENST00000519847;ENST00000520047;ENST00000520172;ENST00000520428;ENST00000520556;ENST00000520583;ENST00000520724;ENST00000520974;ENST00000520978;ENST00000521054;ENST00000521078;ENST00000521319;ENST00000521375;ENST00000521553;ENST00000521733;ENST00000521751;ENST00000521897;ENST00000521902;ENST00000522065;ENST00000522163;ENST00000522316;ENST00000522467;ENST00000522860;ENST00000523168;ENST00000523290;ENST00000523629;ENST00000524215;ENST00000613302;ENST00000613886;ENST00000614812;ENST00000615601;ENST00000617740	862
ENSG00000242550.4	SERPINB10	27.9118918	2.841060217	0.662360823	4.289293866	1.79E-05	0.000297732	ENSG00000242550	ENST00000238508;ENST00000397996;ENST00000418725;ENST00000619595	5273
ENSG00000267416.1	NA	3.341929792	2.848914897	1.217293386	2.340368336	0.01926473	0.077473952	ENSG00000267416	ENST00000589740	105371849
ENSG00000166257.7	SCN3B	13.69937089	2.850313232	0.738635809	3.858888507	0.000113904	0.001384779	ENSG00000166257	ENST00000299333;ENST00000392770;ENST00000527125;ENST00000527836;ENST00000528267;ENST00000530277	55800
ENSG00000273272.1	NA	148.1511489	2.853312368	0.398643213	7.157559135	8.21E-13	6.24E-11	ENSG00000273272	ENST00000609268	---
ENSG00000115267.5	IFIH1	4771.293877	2.857451326	0.22097076	12.93135494	2.99E-38	1.73E-35	ENSG00000115267	ENST00000263642;ENST00000421365;ENST00000464129	64135
ENSG00000178146.9	NA	116.1900207	2.858606121	0.305170273	9.367249604	7.44E-21	1.29E-18	ENSG00000178146	ENST00000328462	---
ENSG00000180340.6	FZD2	21.03975684	2.860565316	0.738003537	3.876086186	0.00010615	0.001310677	ENSG00000180340	ENST00000315323	2535
ENSG00000130489.11	SCO2	278.7580341	2.866142606	0.211711421	13.5379688	9.33E-42	8.20E-39	ENSG00000130489	ENST00000252785;ENST00000395693	9997
ENSG00000197301.6	NA	57.07657469	2.866300033	1.002303915	2.8597115	0.004240266	0.024851416	ENSG00000197301	ENST00000356215;ENST00000439236;ENST00000504038;ENST00000536648	100129940
ENSG00000101871.13	MID1	3.337260564	2.874230623	1.145114657	2.509993742	0.01207333	0.054842391	ENSG00000101871	ENST00000317552;ENST00000380779;ENST00000380780;ENST00000380782;ENST00000380785;ENST00000380787;ENST00000413894;ENST00000423614;ENST00000453318;ENST00000479925;ENST00000610939;ENST00000616003	4281
ENSG00000266913.1	LINC01841	13.72024839	2.880857271	0.638517798	4.511788523	6.43E-06	0.000121528	ENSG00000266913	ENST00000586698;ENST00000588438	105372288
ENSG00000170439.6	METTL7B	10.88460563	2.887287743	0.992399754	2.909399898	0.003621233	0.022086076	ENSG00000170439	ENST00000394252;ENST00000614691	196410
ENSG00000256249.1	NA	1947.396517	2.896494261	0.328501494	8.817294036	1.17E-18	1.61E-16	ENSG00000256249	ENST00000543611;ENST00000545293	---
ENSG00000125148.6	MT2A	680.6718834	2.904153895	0.346091168	8.391297345	4.81E-17	5.85E-15	ENSG00000125148	ENST00000245185;ENST00000561491;ENST00000562017;ENST00000563985;ENST00000567300	4502
ENSG00000251018.2	HMMR-AS1	3.272596659	2.904263269	1.380801958	2.103316303	0.035438129	0.119745115	ENSG00000251018	ENST00000514724;ENST00000521666	---
ENSG00000111335.11	OAS2	5115.89536	2.904332511	0.249337954	11.64817655	2.34E-31	8.05E-29	ENSG00000111335	ENST00000342315;ENST00000392583;ENST00000449768;ENST00000548941;ENST00000551603;ENST00000552756;ENST00000620097	4939
ENSG00000238000.1	NA	31.07160549	2.9102431	0.391162817	7.439978889	1.01E-13	8.47E-12	ENSG00000238000	ENST00000442824	---
ENSG00000121858.9	TNFSF10	9048.397065	2.919443921	0.255963143	11.40571993	3.92E-30	1.22E-27	ENSG00000121858	ENST00000241261;ENST00000420541;ENST00000430881;ENST00000466777;ENST00000472804;ENST00000494851	8743
ENSG00000188582.7	PAQR9	23.00473283	2.920342102	0.864480734	3.378145961	0.000729763	0.006228774	ENSG00000188582	ENST00000340634;ENST00000492509;ENST00000498470	344838
ENSG00000258521.1	NA	42.38863268	2.93288001	0.345593059	8.486513074	2.13E-17	2.69E-15	ENSG00000258521	ENST00000556212	---
ENSG00000159871.13	LYPD5	25.74372004	2.936388161	0.570745843	5.144826191	2.68E-07	7.93E-06	ENSG00000159871	ENST00000377950;ENST00000414615;ENST00000594013;ENST00000594049;ENST00000595666;ENST00000599397;ENST00000601224;ENST00000602179	284348
ENSG00000260588.1	NA	4.000717111	2.93745405	1.256184626	2.338393569	0.019366841	0.077700068	ENSG00000260588	ENST00000563810	---
ENSG00000272821.1	NA	288.0205753	2.944594295	0.221294789	13.30620709	2.13E-40	1.63E-37	ENSG00000272821	ENST00000608319	---
ENSG00000198829.6	SUCNR1	70.74517719	2.95452751	0.334164509	8.84153591	9.44E-19	1.31E-16	ENSG00000198829	ENST00000362032	56670
ENSG00000235150.1	RCBTB2P1	20.60822828	2.958070787	0.737593909	4.010432773	6.06E-05	0.000823867	ENSG00000235150	ENST00000453021	---
ENSG00000260729.1	NA	3.162450282	2.961442856	1.778361693	1.665264647	0.095859968	0.239847206	ENSG00000260729	ENST00000379915	---
ENSG00000237372.2	NA	11.76769075	2.98017473	0.8606968	3.462514013	0.000535154	0.004870295	ENSG00000237372	ENST00000444374;ENST00000617436	100129066
ENSG00000166278.13	C2	26.01101375	2.994688502	0.448683556	6.674388802	2.48E-11	1.58E-09	ENSG00000166278	ENST00000299367;ENST00000383177;ENST00000411571;ENST00000413154;ENST00000418949;ENST00000442278;ENST00000447952;ENST00000452202;ENST00000452323;ENST00000468407;ENST00000469372;ENST00000482060;ENST00000484636;ENST00000485690;ENST00000486124;ENST00000494905;ENST00000497706	717
ENSG00000152778.8	IFIT5	4449.563728	3.000277032	0.308608141	9.721963351	2.43E-22	4.88E-20	ENSG00000152778	ENST00000371795	24138
ENSG00000142089.14	IFITM3	6941.652574	3.011436675	0.604043718	4.985461458	6.18E-07	1.66E-05	ENSG00000142089	ENST00000399808;ENST00000526811;ENST00000531688;ENST00000602735	10410
ENSG00000197472.13	ZNF695	3.075136989	3.012018647	1.278992488	2.354993227	0.018523043	0.075141305	ENSG00000197472	ENST00000339986;ENST00000366504;ENST00000479214;ENST00000487338;ENST00000491337;ENST00000498046	57116
ENSG00000225886.2	NA	34.18752654	3.023749578	0.608610023	4.968287517	6.75E-07	1.77E-05	ENSG00000225886	ENST00000430683;ENST00000625232;ENST00000626608;ENST00000628584;ENST00000628586;ENST00000629895	---
ENSG00000180284.5	NA	3.460754145	3.027805698	1.367214194	2.214580356	0.026788882	0.09837113	ENSG00000180284	ENST00000423374	---
ENSG00000213512.1	GBP7	7.682447243	3.02929149	0.947245325	3.198000992	0.001383838	0.010494769	ENSG00000213512	ENST00000294671	388646
ENSG00000132530.15	XAF1	6897.725889	3.038857143	0.27078658	11.2223329	3.17E-29	9.39E-27	ENSG00000132530	ENST00000346752;ENST00000361842;ENST00000571135;ENST00000571217;ENST00000571673;ENST00000572107;ENST00000572495;ENST00000572546;ENST00000573518;ENST00000573760;ENST00000574394;ENST00000574907;ENST00000574962;ENST00000575147;ENST00000575267;ENST00000575369;ENST00000576341;ENST00000576459;ENST00000576724	54739
ENSG00000162433.13	AK4	41.00011335	3.040053775	0.365056459	8.327626323	8.25E-17	9.83E-15	ENSG00000162433	ENST00000327299;ENST00000395334;ENST00000470888;ENST00000474968;ENST00000479060;ENST00000497030;ENST00000545314;ENST00000546702	205
ENSG00000261211.1	NA	14.39770843	3.041564503	1.766770328	1.721539271	0.085153012	0.220360492	ENSG00000261211	ENST00000563225	---
ENSG00000204022.8	LIPJ	30.91518215	3.043122496	0.785536809	3.873940039	0.00010709	0.001317657	ENSG00000204022	ENST00000371939;ENST00000526923;ENST00000531458	142910
ENSG00000177409.10	SAMD9L	13599.46797	3.044626222	0.250655338	12.14666423	5.98E-34	2.53E-31	ENSG00000177409	ENST00000318238;ENST00000411955;ENST00000414791;ENST00000437805;ENST00000439952;ENST00000446033;ENST00000446959;ENST00000477816;ENST00000610760	219285
ENSG00000156587.14	UBE2L6	4260.012632	3.059342518	0.232399487	13.16415351	1.41E-39	9.56E-37	ENSG00000156587	ENST00000287156;ENST00000340573;ENST00000526659;ENST00000527022;ENST00000528275	9246
ENSG00000228701.1	TNKS2-AS1	7.053828526	3.076992176	1.186325325	2.593717012	0.00949446	0.046010867	ENSG00000228701	ENST00000432246;ENST00000432938	100507633
ENSG00000262636.1	NA	7.331984994	3.077764432	1.011233257	3.043575171	0.00233785	0.015772173	ENSG00000262636	ENST00000574976	---
ENSG00000068079.6	IFI35	719.4068411	3.087489602	0.324702392	9.508675274	1.93E-21	3.63E-19	ENSG00000068079	ENST00000246911;ENST00000396722;ENST00000415816;ENST00000438323;ENST00000534876;ENST00000536969;ENST00000538473;ENST00000546325	3430
ENSG00000183850.12	ZNF730	3.977515543	3.090672477	1.20029407	2.574929389	0.010026055	0.047877539	ENSG00000183850	ENST00000593635;ENST00000597761;ENST00000599195	100129543
ENSG00000090104.10	RGS1	91.74799627	3.099943531	0.292233106	10.60777671	2.74E-26	6.84E-24	ENSG00000090104	ENST00000367459;ENST00000462589;ENST00000469578;ENST00000474373;ENST00000498352;ENST00000583155	5996
ENSG00000254877.1	NA	5.820958068	3.106184612	1.198143453	2.592498089	0.009528171	0.046140046	ENSG00000254877	ENST00000525517	---
ENSG00000188313.11	PLSCR1	6709.437083	3.117566912	0.247542855	12.59404925	2.28E-36	1.12E-33	ENSG00000188313	ENST00000342435;ENST00000448787;ENST00000462666;ENST00000463777;ENST00000468985;ENST00000469266;ENST00000470496;ENST00000472349;ENST00000477974;ENST00000478267;ENST00000483300;ENST00000484560;ENST00000486631;ENST00000487389;ENST00000488253;ENST00000489775;ENST00000490745;ENST00000493432;ENST00000494568	5359
ENSG00000133106.13	EPSTI1	3622.437301	3.124961248	0.349767306	8.934400657	4.09E-19	5.92E-17	ENSG00000133106	ENST00000313624;ENST00000313640;ENST00000398762;ENST00000476830;ENST00000535677;ENST00000536042;ENST00000537828;ENST00000538562;ENST00000540470;ENST00000542706	94240
ENSG00000138119.15	MYOF	855.6943612	3.125506398	0.248164279	12.59450559	2.26E-36	1.12E-33	ENSG00000138119	ENST00000358334;ENST00000359263;ENST00000371488;ENST00000371489;ENST00000463743;ENST00000474161;ENST00000475358;ENST00000485212;ENST00000488645	26509
ENSG00000188004.8	C1orf204	337.2427158	3.125508676	0.330245771	9.464189851	2.96E-21	5.40E-19	ENSG00000188004	ENST00000368102;ENST00000491974;ENST00000621242	284677
ENSG00000279296.1	PRAL	6025.08874	3.135877827	0.26236761	11.95222927	6.32E-33	2.50E-30	ENSG00000279296	ENST00000624952	---
ENSG00000256577.2	NA	7.061341061	3.161994055	0.837886539	3.773773545	0.000160797	0.001847798	ENSG00000256577	ENST00000539568	101929384
ENSG00000234065.2	MTND4P26	14.05464929	3.170231833	0.68865611	4.60350498	4.15E-06	8.37E-05	ENSG00000234065	ENST00000415971	---
ENSG00000223549.1	MTND5P28	31.27360217	3.174156854	0.542233535	5.853855674	4.80E-09	2.09E-07	ENSG00000223549	ENST00000438005	---
ENSG00000255671.1	NA	8.273287229	3.17698369	1.875599023	1.693850152	0.090293761	0.229455911	ENSG00000255671	ENST00000544067	---
ENSG00000121380.11	BCL2L14	33.38692205	3.182853849	0.783469513	4.062511426	4.85E-05	0.000688348	ENSG00000121380	ENST00000266434;ENST00000298566;ENST00000308721;ENST00000396367;ENST00000461264;ENST00000464885;ENST00000466531;ENST00000479717;ENST00000484949;ENST00000545463;ENST00000586576;ENST00000588270;ENST00000589718;ENST00000591235	79370
ENSG00000254667.2	NA	40.47038436	3.190878609	0.594291477	5.369214826	7.91E-08	2.66E-06	---	---	---
ENSG00000173372.15	C1QA	13.85920427	3.199642751	0.612769368	5.221610147	1.77E-07	5.51E-06	ENSG00000173372	ENST00000374642;ENST00000402322;ENST00000438241	712
ENSG00000020577.12	SAMD4A	368.9032058	3.201432408	0.255162441	12.5466444	4.15E-36	1.93E-33	ENSG00000020577	ENST00000251091;ENST00000392067;ENST00000553988;ENST00000554335;ENST00000554587;ENST00000555091;ENST00000555112;ENST00000555192;ENST00000555719;ENST00000556069;ENST00000557013;ENST00000557692;ENST00000631086	23034
ENSG00000265415.1	NA	3.484993061	3.203897932	1.134325432	2.824496253	0.0047355	0.027067057	ENSG00000265415	ENST00000577678	---
ENSG00000106211.8	HSPB1	100.4527999	3.207905402	1.015050794	3.160339779	0.001575852	0.011553024	ENSG00000106211	ENST00000248553;ENST00000429938;ENST00000447574	3315
ENSG00000168779.18	SHOX2	4.93344695	3.209248562	1.305284979	2.458657391	0.013945763	0.060964818	ENSG00000168779	ENST00000389589;ENST00000425436;ENST00000441443;ENST00000483851;ENST00000490689;ENST00000554685	6474
ENSG00000029153.13	ARNTL2	62.61418563	3.211055017	0.459327322	6.990777298	2.73E-12	1.93E-10	ENSG00000029153	ENST00000261178;ENST00000266503;ENST00000311001;ENST00000395901;ENST00000457040;ENST00000539558;ENST00000542388;ENST00000544915;ENST00000546179	56938
ENSG00000266922.1	NA	3.279899248	3.212050873	1.48005012	2.170231149	0.029989339	0.106280635	ENSG00000266922	ENST00000586983	---
ENSG00000269887.1	NA	5.029914128	3.213410221	1.308788857	2.455254874	0.014078473	0.061386493	ENSG00000269887	ENST00000602747	---
ENSG00000223552.1	NA	48.36408838	3.217121643	0.404959166	7.944311211	1.95E-15	2.00E-13	ENSG00000223552	ENST00000451485	---
ENSG00000165949.11	IFI27	175.0274523	3.222614004	0.780222971	4.130375707	3.62E-05	0.00053966	ENSG00000165949	ENST00000555081;ENST00000555819;ENST00000557700;ENST00000611954;ENST00000612499;ENST00000612813;ENST00000614204;ENST00000614288;ENST00000614648;ENST00000616764;ENST00000618200;ENST00000618863;ENST00000620066;ENST00000620396;ENST00000621160	3429
ENSG00000167772.10	ANGPTL4	6.857279531	3.223234414	1.02559608	3.142791278	0.001673451	0.01212191	ENSG00000167772	ENST00000301455;ENST00000393962;ENST00000593998;ENST00000594348;ENST00000594875;ENST00000595079;ENST00000597137;ENST00000598255;ENST00000599192;ENST00000601770;ENST00000601886	51129
ENSG00000204345.1	CD300LD	18.51201816	3.226562332	0.677083311	4.765384528	1.88E-06	4.31E-05	ENSG00000204345	ENST00000375352	100131439
ENSG00000183734.4	ASCL2	14.30683582	3.233845792	0.570586103	5.667585967	1.45E-08	5.65E-07	ENSG00000183734	ENST00000331289	430
ENSG00000266896.1	NA	4.087908943	3.260456354	1.276127531	2.55496122	0.010619963	0.049924144	ENSG00000266896	ENST00000586101	---
ENSG00000123689.5	G0S2	70.67302746	3.264600322	0.868776954	3.757696734	0.000171485	0.001949824	ENSG00000123689	ENST00000367029	50486
ENSG00000163359.14	COL6A3	586.4608044	3.270397231	0.890619905	3.672045969	0.000240616	0.002575301	ENSG00000163359	ENST00000295550;ENST00000347401;ENST00000353578;ENST00000392003;ENST00000392004;ENST00000409809;ENST00000433762;ENST00000468792;ENST00000472056;ENST00000473258;ENST00000491233;ENST00000491769;ENST00000493475;ENST00000493608	1293
ENSG00000181856.13	SLC2A4	11.60688029	3.270878205	0.998014002	3.27738709	0.001047726	0.008397041	ENSG00000181856	ENST00000317370;ENST00000424875;ENST00000570783;ENST00000571308;ENST00000572485	6517
ENSG00000240563.1	L1TD1	8.291408476	3.275745479	0.905769524	3.616533117	0.000298575	0.00305759	ENSG00000240563	ENST00000498273	54596
ENSG00000225131.2	PSME2P2	44.86436605	3.278056299	0.345079783	9.49941566	2.11E-21	3.94E-19	ENSG00000225131	ENST00000453033	---
ENSG00000123843.11	C4BPB	4.082461876	3.283319383	1.28098386	2.563123148	0.010373525	0.049097637	ENSG00000123843	ENST00000243611;ENST00000367076;ENST00000367078;ENST00000391923;ENST00000452902;ENST00000469326;ENST00000470767;ENST00000492730	725
ENSG00000180875.4	GREM2	5.684006246	3.28337044	1.080499245	3.038753108	0.002375595	0.015962182	ENSG00000180875	ENST00000318160	64388
ENSG00000254965.1	C1DP5	15.6315155	3.286090624	0.706389039	4.65195585	3.29E-06	6.92E-05	ENSG00000254965	ENST00000525775	---
ENSG00000067221.12	STOML1	155.4647558	3.292206629	0.390374314	8.433461193	3.36E-17	4.14E-15	ENSG00000067221	ENST00000316900;ENST00000316911;ENST00000359750;ENST00000541638;ENST00000561480;ENST00000561656;ENST00000562453;ENST00000563229;ENST00000564777;ENST00000565240;ENST00000566081;ENST00000567052;ENST00000567876	9399
ENSG00000117525.12	F3	4.807119161	3.295834381	1.321328394	2.494334031	0.012619373	0.056596191	ENSG00000117525	ENST00000334047;ENST00000370207;ENST00000478217;ENST00000480356	2152
ENSG00000163568.12	AIM2	1188.698797	3.302136372	0.2643851	12.48987318	8.48E-36	3.79E-33	ENSG00000163568	ENST00000368129;ENST00000368130;ENST00000411768;ENST00000481829	9447
ENSG00000247775.2	SNCA-AS1	6.664794116	3.320139909	1.088682187	3.049686997	0.0022908	0.01550328	ENSG00000247775	ENST00000501215;ENST00000513653	644248
ENSG00000166002.5	SMCO4	372.4505272	3.3364991	0.334618656	9.971049241	2.04E-23	4.36E-21	ENSG00000166002	ENST00000298966;ENST00000525141;ENST00000526869;ENST00000527149;ENST00000529714;ENST00000596676	56935
ENSG00000260973.1	NA	5.697946867	3.349817518	2.242664059	1.4936778	0.135259854	0.302861854	ENSG00000260973	ENST00000567401	---
ENSG00000152229.17	PSTPIP2	2886.953422	3.350069228	0.283546771	11.8148735	3.27E-32	1.19E-29	ENSG00000152229	ENST00000409746;ENST00000587042;ENST00000588801;ENST00000589328;ENST00000591729;ENST00000593086	9050
ENSG00000185745.9	IFIT1	6550.030154	3.360746338	0.359321663	9.35303012	8.52E-21	1.46E-18	ENSG00000185745	ENST00000371804;ENST00000546318	3434
ENSG00000116663.9	FBXO6	352.1337912	3.365100163	0.306943232	10.96326556	5.74E-28	1.60E-25	ENSG00000116663	ENST00000376753;ENST00000449067;ENST00000474239	26270
ENSG00000089127.11	OAS1	6415.210284	3.384550241	0.285501824	11.8547412	2.03E-32	7.65E-30	ENSG00000089127	ENST00000202917;ENST00000445409;ENST00000452357;ENST00000540589;ENST00000549820;ENST00000550689;ENST00000550883;ENST00000551241;ENST00000552526;ENST00000553152;ENST00000553185	4938
ENSG00000188676.12	IDO2	22.94977306	3.387391242	0.788385938	4.296615504	1.73E-05	0.000289128	ENSG00000188676	ENST00000343295;ENST00000389060;ENST00000418094;ENST00000502986	169355
ENSG00000175643.8	RMI2	196.2484856	3.40553888	0.404420019	8.420796995	3.74E-17	4.57E-15	ENSG00000175643	ENST00000312499;ENST00000572173;ENST00000572992;ENST00000573910;ENST00000576027	116028
ENSG00000138646.7	HERC5	3428.706575	3.406723099	0.320735625	10.62159246	2.36E-26	6.03E-24	ENSG00000138646	ENST00000264350;ENST00000502913;ENST00000508159;ENST00000508695;ENST00000510223	51191
ENSG00000214872.7	SMTNL1	174.3932121	3.412965432	0.352115201	9.69275233	3.24E-22	6.39E-20	ENSG00000214872	ENST00000399154;ENST00000527972	219537
ENSG00000226036.1	NA	7.548924261	3.422325997	0.97486956	3.510547603	0.000447185	0.004201906	ENSG00000226036	ENST00000456479	---
ENSG00000196917.5	HCAR1	14.80597898	3.465139806	0.773707528	4.47861715	7.51E-06	0.000139949	ENSG00000196917	ENST00000432564	27198
